2	172	48.8701	0.74743	0.90501	18.356	12.1946	0.67451	0.18739	0.26301	0.13333	0.024137	0.85477	0.050433	0.40105	2.8227	0.018482	0.010128	0.45418	0.12169	0.5713	2.5877	27	0.15698	175.0372	-2.9628	255	48	38.6576	1.9011	0.0099084	-0.4461	3.4222	32.7906	20.5027	0.036875	1	0.97044	3.6334	110	0.19469	173.1735	-0.82655	255	94	27.0484	1.8263	0.011788	-0.080593	2.776	21.147	12.1388	0.036875	1	0.80062	3.4757	129	0.22832	0.26457	-0.0010192	0.30455	0.20732	0.018731	0.80948	0.059503	-0.39936	2.8016	0.013426	0.0078357	0.40439	0.15488	0.86072	3.5411	89	0.15752
2	168	48.2843	0.71531	0.90554	17.7955	12.4356	0.65882	0.20776	0.26536	0.15385	0.023045	0.86807	0.051516	-0.22726	2.532	0.015372	0.010333	0.47219	0.14392	1.42	4.9235	23	0.1369	162.0357	1.0357	255	39	36.6187	1.8595	0.009421	-0.11277	3.201	31.5228	19.5889	0.036875	1	1.1905	4.9909	119	0.21212	169.0624	1.0624	255	102	24.4788	1.8147	0.01345	0.10117	3.0767	19.5193	10.2278	0.036875	0.99644	0.59438	2.9013	113	0.20143	0.2577	-0.00095823	0.3	0.19489	0.017454	0.71978	0.063348	-0.23559	2.7555	0.013263	0.0078151	0.39658	0.16302	1.1315	4.7656	109	0.1943
2	203	55.1127	0.82911	0.83985	21.659	12.1094	0.62848	0.17215	0.25623	0.10317	0.039086	1.1062	0.032736	0.26353	1.9572	0.025783	0.016744	0.70863	0.089859	1.3848	5.141	40	0.19704	164.3993	-4.6007	248	31	39.8388	1.9251	0.008719	-0.33494	2.5916	26.671	15.7579	0.036875	1	1.0255	3.8792	115	0.18822	183.1129	-0.88707	255	115	23.7973	1.8151	0.013433	0.039928	2.7918	17.7205	9.4241	0.10274	0.98697	0.52389	2.8647	137	0.22422	0.26918	-0.0016535	0.30538	0.21451	0.018191	0.7691	0.060798	-0.33364	2.5133	0.011898	0.0078265	0.36774	0.17598	2.0145	10.863	54	0.08838
2	74	31.2132	0.72686	0.95448	12.0438	8.2715	0.61667	0.17079	0.27532	0.080808	0.052253	0.88854	0.038714	0.50419	2.1582	0.046189	0.024094	0.65383	0.052958	-0.072398	1.9325	21	0.28378	185.156	-3.844	255	35	36.8116	2.0142	0.011163	-1.0456	5.3797	31.951	24.6107	0.036875	1	1.5964	5.4398	59	0.13532	182.2936	1.2936	255	119	25.159	1.9326	0.013709	0.25949	3.0133	19.6672	11.7306	0.10274	0.99086	0.92259	3.8734	100	0.22936	0.27565	0.00028789	0.30821	0.224	0.014449	0.73835	0.077371	-0.16341	2.9892	0.011058	0.0088134	0.51069	0.19436	2.5255	11.5346	42	0.09633
2	93	33.799	0.72046	1.023	13.1764	9.1378	0.7381	0.1663	0.26923	0.11215	0.040703	0.86064	0.045208	0.87455	2.6208	0.034254	0.022836	0.65586	0.077119	0.19571	1.7848	22	0.23656	183.5804	-4.4196	255	24	37.7093	2.0266	0.01051	-0.96846	4.8259	29.8584	25.4039	0.036875	1	1.8255	6.3108	89	0.19348	186.2674	0.26739	255	122	23.6979	1.9141	0.014055	-0.07555	2.9294	18.2005	10.6531	0.073727	0.99134	1.0002	4.6741	91	0.19783	0.27815	-0.000242	0.31457	0.20833	0.01744	0.78353	0.065227	-0.48214	3.16	0.011981	0.010507	0.58074	0.18078	2.9192	15.4694	48	0.10435
2	82	32.6274	0.69655	0.96796	12.2782	8.8097	0.63077	0.15071	0.27523	0.074074	0.05031	0.87835	0.045211	1.0467	3.1886	0.043877	0.027712	0.6858	0.05116	0.33658	2.1697	22	0.26829	177.7381	-4.2619	255	20	40.3339	2.001	0.0099822	-0.97581	4.7286	32.462	22.5279	0.073727	0.9955	1.467	5.1987	81	0.18284	183.3341	-1.6659	255	114	25.9028	1.9447	0.01358	-0.020465	3.3018	19.3138	12.0087	0.036875	1	1.0931	4.1984	96	0.2167	0.27355	-0.0019611	0.30794	0.19444	0.01887	0.8586	0.066186	-0.95418	4.1967	0.014254	0.012348	0.6446	0.14788	2.6263	11.7649	51	0.11512
2	157	46.2843	0.65949	0.92096	16.4618	12.3746	0.71041	0.17943	0.23864	0.11728	0.027293	0.92639	0.047669	-0.023949	2.4133	0.021627	0.01211	0.51656	0.099193	0.65227	2.7765	31	0.19745	174.6085	-2.3915	255	47	39.3639	1.8524	0.009225	-0.35629	3.1092	34.4507	20.8508	0.036875	0.99633	1.1187	4.5102	124	0.22794	171.6397	-0.36029	255	103	25.931	1.8016	0.012442	-0.050577	3.0243	19.2909	10.2843	0.036875	0.99267	0.51502	3.0533	121	0.22243	0.26335	-0.0022513	0.30473	0.20248	0.01914	0.77883	0.060236	-0.51111	3.018	0.013718	0.0089025	0.45418	0.15777	1.2614	4.5942	68	0.125
2	106	42.2843	0.91222	0.745	18.3888	7.5338	0.50962	0.16083	0.24444	0.10317	0.030422	0.8367	0.049484	0.57176	2.7266	0.030978	0.019953	0.68072	0.069242	0.72402	2.9603	19	0.17925	173.5486	-2.4514	255	42	38.5377	1.8086	0.009879	-0.54097	3.6549	32.3221	21.9459	0.036875	1	1.0228	3.6187	97	0.18872	174.823	-2.177	255	97	26.8554	1.7298	0.012498	-0.0049604	3.1195	18.3939	11.721	0.036875	1	1.0026	3.8124	119	0.23152	0.26471	-0.0024816	0.31152	0.18222	0.020312	0.85462	0.059032	-0.61057	3.7204	0.015212	0.011694	0.55309	0.13602	1.7766	6.9182	75	0.14591
2	116	39.2132	0.71746	0.94799	14.7833	10.2981	0.69048	0.17021	0.28975	0.067416	0.045336	0.99746	0.035969	0.44286	2.7269	0.031877	0.020843	0.69033	0.070749	1.1913	4.4292	26	0.22414	181.1731	-2.8269	255	63	36.5794	2.0471	0.010258	-0.66666	3.6108	29.9145	21.2022	0.073727	0.99593	1.3947	4.6345	96	0.19552	166.668	-1.332	255	94	30.0169	2.0465	0.011643	0.047051	2.9186	19.1503	10.8334	0.036875	1	1.0546	4.7933	105	0.21385	0.26217	-0.002768	0.31008	0.18288	0.02403	1.0034	0.048925	-0.34191	2.7562	0.01302	0.0083937	0.50541	0.16104	1.4493	6.1247	70	0.14257
2	256	59.3553	0.73605	0.91313	22.2484	15.0606	0.67368	0.18052	0.24919	0.10909	0.026586	1.0441	0.046295	-0.013193	2.7739	0.02548	0.014017	0.64987	0.083862	0.69488	3.1825	65	0.25391	172.7423	-3.2577	255	43	39.8228	1.9122	0.0092824	-0.41397	3.3706	35.8971	22.4374	0.036875	1	1.2707	4.9456	143	0.21933	175.4985	-0.50153	255	101	26.9578	1.8565	0.011498	-0.052306	2.6874	21.9503	11.6378	0.036875	1	0.83472	3.5981	147	0.22546	0.26546	-0.0010705	0.31259	0.21285	0.018198	0.77396	0.061025	-0.13929	2.7132	0.014253	0.010183	0.53747	0.15872	2.2633	10.756	90	0.13804
